28763,67.88,-13.6517,212,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
29140,68.9225,10.1564,213,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
29169,69.1283,23.3553,214,6376861991681658080,AIS,0,0.37376227692013153,0.60317462682724,GALEX J043630.7+232141,69.1280690564572,23.361525762264641,2,176,176,21.2047272,0.550523341,-999,-999,11.9704714,6.068162,-999,-999,1.22859657,false,0.00268017757,-99,68.53875,23.62934,2005-12-24,2006-06-22,2006-12-20,53728.463692129626,53908.922025462962,54089.42019675926,AIS_169,50169,1,72,6376861991679557632,-99,-99,160,0.11120115965604782,0.24751482903957367,32
29169,69.1283,23.3553,214,6376861991681658078,AIS,0,0.39935260096248343,0.6030313372612,GALEX J043629.3+232105,69.122335490474356,23.351516426884029,2,176,176,21.0941715,0.5150834,-999,-999,13.25359,6.286099,-999,-999,1.22859657,false,0.00224726135,-99,68.53875,23.62934,2005-12-24,2006-06-22,2006-12-20,53728.463692129626,53908.922025462962,54089.42019675926,AIS_169,50169,1,72,6376861991679557632,-99,-99,168,0.12312083691358566,0.15953865647315979,32
29316,69.9804,53.4831,215,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
29329,71.4842,76.6094,216,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
29364,69.6438,26.9508,217,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
29375,69.5542,16.0511,218,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
29388,69.545,12.5175,219,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
29391,69.4075,-2.465,220,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
29646,70.3142,28.6114,221,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
29867,70.9429,32.8725,222,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
29875,70.1363,-41.8569,223,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
29992,70.5079,-37.1433,224,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
30121,72.0062,56.765,225,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
30495,71.8942,-16.9383,226,6381400702666674703,AIS,0,0.49497042359106064,0.39009475708007812,GALEX J044736.3-165602,71.9015158180643,-16.9339325162044,2,176,176,17.1454315,0.0376381837,-999,-999,503.302826,17.4432812,-999,-999,0.0446924157,false,0.00132302579,-99,71.49493,-16.90452,2006-01-11,2006-07-16,2007-01-17,53746.804143518515,53932.095810185187,54117.416620370372,AIS_298,50298,1,4,6381400702664572928,-99,-99,0,4.6754932403564453,4.7530794143676758,0
30495,71.8942,-16.9383,226,6381260063963612287,AIS,0,0.42388413289732757,0.5890042781829834,GALEX J044736.1-165605,71.900626126559018,-16.934818647560789,3,181,176,17.0002785,0.0406020619,12.9279242,0.003741345,575.2954,21.5084515,24481.0527,84.33891,0.0446924157,false,0.00144066743,0.012389984,72.51509,-16.89835,2006-01-11,2006-07-16,2007-01-17,53746.805833333332,53932.0975,54117.417800925927,AIS_294,50294,1,96,6381260063960465408,725.8226318359375,266.57443237304688,137,5.3442769050598145,5.48597526550293,0
30652,72.4446,6.9575,227,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
30985,72.5633,-41.3128,228,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
31203,72.7367,-53.4656,229,3194180372440026502,GII,0,0.24643108308318557,0.20789740979671478,GALEX J045055.9-532743,72.733020618625972,-53.462125677411748,1,4612.6,1174.55,-999,-999,10.798789,0.000220452072,-999,-999,173973.891,35.31575,0.0064032604,false,-99,0.0800550357,72.65553,-53.25944,2009-02-11,2010-01-15,2010-12-18,54873.629560185182,55211.212893518517,55548.865115740744,GI5_067007_AKARI_DFS6,25248,7,-999,3194180372438974464,5158.03759765625,1021.198486328125,394,-99,-99,136
31203,72.7367,-53.4656,229,3194180372441086625,GII,0,0.37650075817977396,0.20615093410015106,GALEX J045055.2-532738,72.7300440539628,-53.4607344060806,2,4612.6,1174.55,12.5079832,0.00131302909,-999,-999,36041.9648,43.5765648,-999,-999,0.0064032604,false,0.00155859464,-99,72.65553,-53.25944,2009-02-11,2010-01-15,2010-12-18,54873.629560185182,55211.212893518517,55548.865115740744,GI5_067007_AKARI_DFS6,25248,7,-999,3194180372438974464,-99,-99,394,334.81625366210938,323.94830322265625,136
31203,72.7367,-53.4656,229,6385693226125231439,AIS,0,0.31996270106085317,0.025440944358706474,GALEX J045055.7-532739,72.732327164651579,-53.460945908684032,1,182,182,-999,-999,10.7317057,0.00132234266,-999,-999,185062.047,225.336487,0.0064032604,false,-99,0.0137699433,72.77477,-53.46390,2006-10-24,2006-11-14,2006-12-05,54032.652673611112,54053.527673611112,54074.42491898148,AIS_420,50420,1,32,6385693226124181504,5486.78271484375,1381.567626953125,138,-99,-99,8
31203,72.7367,-53.4656,229,6385693226126284700,AIS,0,0.34641134387613193,0.026558322831988335,GALEX J045055.2-532740,72.730389626723593,-53.461215930024593,2,182,182,13.0437489,0.00440301839,-999,-999,22004.0313,89.21193,-999,-999,0.0064032604,false,0.0039138454,-99,72.77477,-53.46390,2006-10-24,2006-11-14,2006-12-05,54032.652673611112,54053.527673611112,54074.42491898148,AIS_420,50420,1,32,6385693226124181504,-99,-99,138,204.40913391113281,197.70904541015625,8
31203,72.7367,-53.4656,229,6483813609428222407,GII,0,0.46176707418990504,0.35157409310340881,GALEX J045056.1-532729,72.733825494661588,-53.45809656882566,1,531.6,0,-999,-999,11.3656158,0.00104079454,-999,-999,103217.492,98.921,0.0064032604,false,-99,0.07686384,72.26532,-53.24503,2010-10-28,2010-10-28,2010-10-28,55497.710011574076,55497.710011574076,55497.716157407405,GI5_067007_AKARI_DFS6_css40015,53209,1,-999,6483813609427173376,3060.2275390625,382.38070678710938,392,-99,-99,-999
31204,72.7371,-53.4489,230,6385693226126284921,AIS,0,0.44961929789252325,0.031647525727748871,GALEX J045056.9-532629,72.737376972462044,-53.441408160968152,2,182,182,20.3655167,0.1634482,-999,-999,25.9295712,3.90252447,-999,-999,0.0064032604,false,0.0045418567,-99,72.77477,-53.46390,2006-10-24,2006-11-14,2006-12-05,54032.652673611112,54053.527673611112,54074.42491898148,AIS_420,50420,1,32,6385693226124181504,-99,-99,2,0.24087592959403992,0.1799854189157486,0
31278,74.3308,53.7431,231,6372780571232305374,AIS,0,0.49087114621093159,0.41716602444648743,GALEX J045719.0+534504,74.329203128723478,53.751226504835621,1,91,0,-999,-999,9.687587,0.0014484782,-999,-999,484133.031,645.723938,0.6692104,false,-99,0.08288503,73.65784,53.88134,2012-01-05,2012-01-05,2012-01-05,55931.5434837963,55931.5434837963,55931.544537037036,AIS_53,50053,1,41,6372780571231256576,14353.7421875,1068.377197265625,136,-99,-99,-999
31362,74.0492,24.61,232,6376826824489439389,AIS,0,0.44376488477759951,0.49305155873298645,GALEX J045610.8+243612,74.045106318778977,24.603608652022551,2,157,157,21.3374939,0.379237324,-999,-999,10.5926418,3.69901037,-999,-999,0.5168247,false,0.00268247235,-99,73.98042,24.11409,2006-12-17,2006-12-17,2006-12-17,54086.332511574074,54086.332511574074,54086.334328703706,AIS_168,50168,1,88,6376826824487337984,-99,-99,1,0.098401643335819244,0.15413570404052734,0
31623,74.32,-1.07694,233,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
31647,74.8208,37.8869,234,6373097242392265627,AIS,0,0.28461348355696287,0.39806407690048218,GALEX J045916.2+375327,74.81776518116807,37.890994496572922,1,93,0,-999,-999,9.968334,0.0016387112,-999,-999,373822.875,564.0771,1.295183,false,-99,0.0780560151,74.34436,37.75455,2012-01-11,2012-01-11,2012-01-11,55937.001840277779,55937.001840277779,55937.002916666665,AIS_62,50062,1,52,6373097242391216128,11083.228515625,1294.836181640625,136,-99,-99,-999
31662,75.3979,61.0842,235,6372780531504909675,AIS,0,0.38898291886961078,0.38033607602119446,GALEX J050136.0+610440,75.400363727900356,61.077827362606669,2,221,221,15.13999,0.0151729854,-999,-999,3191.58252,44.5910072,-999,-999,0.714093864,false,0.0011195296,-99,75.96128,61.34558,2005-12-30,2006-06-29,2006-12-28,53734.069699074076,53915.653032407405,54097.217592592591,AIS_53,50053,1,4,6372780531502809088,-99,-99,128,29.648595809936523,30.062379837036133,0
31662,75.3979,61.0842,235,6372780531504909694,AIS,0,0.31328341495557421,0.38185027241706848,GALEX J050133.3+610452,75.3889421929438,61.081284366685907,2,221,221,21.2325745,0.337417752,-999,-999,11.6673431,3.62501717,-999,-999,0.672083139,false,0.002357637,-99,75.96128,61.34558,2005-12-30,2006-06-29,2006-12-28,53734.069699074076,53915.653032407405,54097.217592592591,AIS_53,50053,1,4,6372780531502809088,-99,-99,128,0.10838521271944046,0.19305501878261566,0
31675,75.7046,66.8328,236,6372674982682561520,AIS,0,0.49349939850386926,0.5478857159614563,GALEX J050251.0+665025,75.712483486948045,66.84041801978816,1,108,0,-999,-999,21.531332,0.5325443,-999,-999,8.860673,4.3450284,0.187893763,false,-99,0.003130075,76.98922,66.62629,2012-01-06,2012-01-06,2012-01-06,55932.498101851852,55932.498101851852,55932.499351851853,AIS_50,50050,1,8,6372674982681509888,0.26270425319671631,0.25168702006340027,1,-99,-99,-999
31746,73.7046,-58.5586,237,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
31761,75.0696,39.4014,238,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
32008,74.9579,-10.2667,239,3963134824441447216,MIS,0,0.19729200193104962,0.53052932024002075,GALEX J045950.5-101553,74.960748055594777,-10.26497998140915,1,1701.1,0,-999,-999,13.1721516,0.00135288166,-999,-999,19549.6465,24.3539219,0.149201319,false,-99,0.007925471,74.54230,-9.93069,2011-12-23,2012-01-06,2012-01-21,55918.799270833333,55932.9659375,55947.13548611111,MISGCSS1_27145_0295,47103,7,-999,3963134824440397824,579.6146240234375,277.51123046875,9,-99,-99,-999
32008,74.9579,-10.2667,239,6381259978063221827,AIS,0,0.23284009175065762,0.52029508352279663,GALEX J045950.4-101548,74.960165445864646,-10.26352347328271,2,134.05,288.05,11.8290272,0.00291731255,-999,-999,67358.28,180.94397,-999,-999,0.149201319,false,0.0019034131,-99,74.54929,-9.93629,2006-12-18,2006-12-29,2007-01-10,54087.361701388887,54098.903368055559,54110.436585648145,AIS_294,50294,1,16,6381259978061119488,-99,-99,1,625.73297119140625,590.409912109375,0
32008,74.9579,-10.2667,239,6381259978062168531,AIS,0,0.27963912422755388,0.52138733863830566,GALEX J045950.7-101549,74.961484787984816,-10.26365384352353,1,134.05,288.05,-999,-999,13.2399826,0.00503231352,-999,-999,18365.668,85.10294,0.149201319,false,-99,0.008711352,74.54929,-9.93629,2006-12-18,2006-12-29,2007-01-10,54087.361701388887,54098.903368055559,54110.436585648145,AIS_294,50294,1,16,6381259978061119488,544.5115966796875,250.38444519042969,1,-99,-99,0
32147,75.2012,-5.71861,240,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
32537,76.6604,51.6211,241,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
32608,76.4958,35.9378,242,6373097263867101186,AIS,0,0.4034829235858457,0.33569353818893433,GALEX J050600.6+355603,76.502832259007434,35.934221997884933,1,108,0,-999,-999,11.4072218,0.00243744883,-999,-999,99336.99,222.954727,0.8175059,false,-99,0.0131242322,76.43366,36.26523,2012-01-11,2012-01-11,2012-01-11,55937.0066087963,55937.0066087963,55937.0078587963,AIS_62,50062,1,72,6373097263866052608,2945.17724609375,946.03692626953125,2,-99,-99,-999
32715,77.4575,64.9158,243,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
32743,75.7058,-49.1594,244,6385517274201069783,AIS,0,0.4934629825619139,0.43922322988510132,GALEX J050248.6-490905,75.702539154812371,-49.151456927833387,2,290,79,14.6721125,0.0182580389,-999,-999,4910.85449,82.56222,-999,-999,0.0106960442,false,0.0009476998,-99,75.03528,-49.10385,2007-11-18,2007-12-10,2008-01-01,54422.409398148149,54444.659398148149,54466.91884259259,AIS_415,50415,1,4,6385517274198966272,-99,-99,1,45.6199836730957,46.421749114990234,0
32743,75.7058,-49.1594,244,6385517279569779016,AIS,0,0.10761051520383556,0.58499598503112793,GALEX J050248.7-490936,75.703223970388649,-49.1600154591975,2,314,94,21.890379,0.558596,-999,-999,6.365759,3.274298,-999,-999,0.0108886166,false,0.00237460714,-99,76.58239,-49.05521,2007-11-18,2007-12-10,2008-01-01,54422.406817129631,54444.656817129631,54466.915821759256,AIS_415,50415,1,9,6385517279567675392,-99,-99,136,0.059135496616363525,0.25988388061523438,0
32743,75.7058,-49.1594,244,6385517279569778995,AIS,0,0.49490126493432945,0.58381074666976929,GALEX J050248.6-490904,75.7028366799153,-49.151382559614142,2,314,94,14.8707371,0.018849561,-999,-999,4089.84741,70.9869461,-999,-999,0.0106960442,false,0.00156049477,-99,76.58239,-49.05521,2007-11-18,2007-12-10,2008-01-01,54422.406817129631,54444.656817129631,54466.915821759256,AIS_415,50415,1,9,6385517279567675392,-99,-99,136,37.993137359619141,38.547836303710938,0
32743,75.7058,-49.1594,244,6385517279569779000,AIS,0,0.34507799932786493,0.578065037727356,GALEX J050251.1-490921,75.712921251558981,-49.156025328680087,2,314,94,20.02369,0.244060129,-999,-999,35.5243835,7.983504,-999,-999,0.0108886166,false,0.00539902551,-99,76.58239,-49.05521,2007-11-18,2007-12-10,2008-01-01,54422.406817129631,54444.656817129631,54466.915821759256,AIS_415,50415,1,9,6385517279567675392,-99,-99,0,0.33000808954238892,0.29602757096290588,0
32964,76.6862,-4.64917,245,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
33054,76.9858,8.49861,246,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
33167,77.685,46.9608,247,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
33204,77.4437,28.0453,248,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
33256,77.1879,-4.45389,249,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
33262,76.3804,-57.4833,250,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
33564,80.6596,79.2269,251,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
33608,77.8317,-2.49333,252,6381154428167127041,AIS,0,0.20711255707634715,0.44435900449752808,GALEX J051118.7-022933,77.82829747714328,-2.4927298412597021,1,335,0,-999,-999,12.4151735,0.00231518317,-999,-999,39258.1641,83.6923,0.111561142,false,-99,0.0486097559,78.12333,-2.16024,2011-11-30,2011-12-10,2011-12-21,55895.387118055558,55905.762118055558,55916.197800925926,AIS_291,50291,1,19,6381154428166078464,1163.939453125,386.32614135742188,1,-99,-99,-999
33875,76.5458,-73.0394,253,2570818852142189849,NGS,0,0.18219435680373869,0.29716601967811584,GALEX J050611.5-730211,76.548221752163627,-73.036446763728691,1,499.75,0,-999,-999,10.5828733,0.000771844469,-999,-999,212251.313,150.851746,0.1293433,false,-99,0.0207467582,75.61605,-72.91879,2011-08-31,2011-08-31,2011-08-31,55804.757337962961,55804.757337962961,55804.763113425928,LMC_39779_0423,7531,7,-999,2570818852141137920,6292.8994140625,1156.183349609375,138,-99,-99,-999
33875,76.5458,-73.0394,253,2581514901257193947,NGS,0,0.23588960313565863,0.37863326072692871,GALEX J050608.2-730214,76.534417471704074,-73.037295250674376,1,1211.4,0,-999,-999,10.52939,0.0005260154,-999,-999,222968.531,107.997131,0.1293433,false,-99,0.0148506463,77.40830,-72.75921,2011-10-18,2011-10-18,2011-10-18,55852.743796296294,55852.743796296294,55852.7578125,LMC_CORE_36,7835,7,-999,2581514901256142848,6610.6474609375,1504.25537109375,0,-99,-99,-999
33875,76.5458,-73.0394,253,2582605616791948564,NGS,0,0.22780145545159178,0.4965040385723114,GALEX J050610.2-730208,76.542566921589653,-73.035722341446245,1,110.4,0,-999,-999,10.6426773,0.00191584823,-999,-999,200876.266,354.3724,0.1293433,false,-99,0.0162021369,76.51170,-73.53215,2012-01-09,2012-01-09,2012-01-09,55935.445798611108,55935.445798611108,55935.447071759256,LMC_EXTD_01,7866,7,-999,2582605616790896640,5955.6484375,1261.903076171875,153,-99,-99,-999
33959,78.8296,32.6989,254,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
34180,78.8417,-1.40278,255,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
34499,79.8487,33.9894,256,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
34721,79.7012,-18.1286,257,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
35296,81.1021,17.3764,258,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
35317,80.9721,0.856389,259,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
35386,80.8042,-26.7061,260,6381435983675528684,AIS,0,0.23803824538052382,0.44686371088027954,GALEX J052311.9-264218,80.799883976715023,-26.705165287174459,2,219.05,219.05,16.5117035,0.0238844324,-999,-999,902.2373,19.8429356,-999,-999,0.0217665415,false,0.00127632683,-99,81.27863,-26.57645,2006-01-06,2006-12-30,2007-12-23,53741.526747685188,54099.276747685188,54457.049212962964,AIS_299,50299,1,94,6381435983673425920,-99,-99,17,8.381443977355957,8.5168981552124023,0
35386,80.8042,-26.7061,260,6381435983674474934,AIS,0,0.30212255446385589,0.44782766699790955,GALEX J052311.6-264217,80.798700905116632,-26.704994375518741,1,219.05,219.05,-999,-999,12.757412,0.00281635672,-999,-999,28644.0742,74.28355,0.0217665415,false,-99,0.0181598011,81.27863,-26.57645,2006-01-06,2006-12-30,2007-12-23,53741.526747685188,54099.276747685188,54457.049212962964,AIS_299,50299,1,94,6381435983673425920,849.24932861328125,380.76931762695312,17,-99,-99,0
35850,81.7892,-11.8983,261,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
36570,84.3208,64.1667,262,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
36777,83.5667,3.76889,263,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
37394,85.3283,53.4886,264,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
37430,84.3375,-27.8736,265,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
37495,84.4521,-28.6914,266,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
37501,83.7487,-61.1714,267,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
37594,84.8708,-3.56083,268,6381154442125771700,AIS,0,0.2335152524387801,0.593743085861206,GALEX J053929.5-033350,84.873086626338647,-3.5639825505710978,1,133.05,0,-999,-999,13.9431868,0.0128113516,-999,-999,9610.035,113.3679,0.41896987,false,-99,0.0229040533,84.28005,-3.51730,2011-12-31,2011-12-31,2011-12-31,55926.138043981482,55926.138043981482,55926.13958333333,AIS_291,50291,1,32,6381154442124722176,284.92160034179688,122.84233856201172,153,-99,-99,-999
38089,85.7142,-6.8025,269,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
38385,85.8742,-39.4058,270,6385376541007681088,AIS,0,0.093932322789089917,0.19614984095096588,GALEX J054330.1-392424,85.875739710264568,-39.406817633160372,2,256,96,14.1400852,0.0139363185,-999,-999,8016.18359,102.869324,-999,-999,0.042777326,false,0.00118042831,-99,85.63667,-39.47304,2007-11-28,2007-12-15,2008-01-01,54432.337326388886,54449.420659722222,54466.50199074074,AIS_411,50411,1,8,6385376541005578240,-99,-99,130,74.467315673828125,75.414024353027344,0
38385,85.8742,-39.4058,270,6385376541006628825,AIS,0,0.17928716200518952,0.19804324209690094,GALEX J054330.7-392422,85.878038764685,-39.406162187011368,1,256,96,-999,-999,11.5965223,0.00170556013,-999,-999,83443.13,131.047211,0.042777326,false,-99,0.0101211043,85.63667,-39.47304,2007-11-28,2007-12-15,2008-01-01,54432.337326388886,54449.420659722222,54466.50199074074,AIS_411,50411,1,8,6385376541005578240,2473.950439453125,1287.1171875,130,-99,-99,0
38385,85.8742,-39.4058,270,6385376541007681115,AIS,0,0.3116214133977025,0.19573201239109039,GALEX J054329.3-392403,85.872225995467574,-39.400835339223242,2,256,96,19.8552151,0.238663077,-999,-999,41.48734,9.1174,-999,-999,0.042777326,false,0.00474812649,-99,85.63667,-39.47304,2007-11-28,2007-12-15,2008-01-01,54432.337326388886,54449.420659722222,54466.50199074074,AIS_411,50411,1,8,6385376541005578240,-99,-99,130,0.38540172576904297,0.33544182777404785,0
38392,86.1267,-22.4072,271,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
38529,86.6421,1.18889,272,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
38858,87.1408,-4.08278,273,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
39587,88.6113,20.2875,274,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
39937,88.0679,-57.1625,275,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
40292,88.7258,-52.6517,276,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
40745,90.0783,-12.8953,277,6381330377945911310,AIS,0,0.38750084834005505,0.30815285444259644,GALEX J060017.6-125359,90.073644563151092,-12.899895319857521,2,135,273,14.1075478,0.007824873,-999,-999,8260.052,59.5155144,-999,-999,0.439001948,false,0.00125267077,-99,90.31609,-13.09777,2006-12-17,2006-12-26,2007-01-04,54086.681967592594,54095.556967592594,54104.485219907408,AIS_296,50296,1,45,6381330377943810048,-99,-99,2,76.732757568359375,77.5638427734375,0
40745,90.0783,-12.8953,277,6381330377944860170,AIS,0,0.34962455589173447,0.30960357189178467,GALEX J060017.5-125353,90.073134425405314,-12.89823272958245,1,135,273,-999,-999,11.8538084,0.00279341312,-999,-999,65837.92,169.348541,0.439001948,false,-99,0.0103356093,90.31609,-13.09777,2006-12-17,2006-12-26,2007-01-04,54086.681967592594,54095.556967592594,54104.485219907408,AIS_296,50296,1,45,6381330377943810048,1951.9852294921875,795.88818359375,2,-99,-99,0
40932,90.6004,9.65083,278,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
41547,91.355,-10.2408,279,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
